QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20241,05590571,24,1,1,55,E,100,D
20241,05590571,24,2,1,11,E,110,D
20241,05590571,24,3,1,23,E,120,D
20241,05590571,24,4,1,122,E,130,D
20241,05590571,24,5,1,3,E,140,D
20241,05590571,24,6,1,239,E,150,D
20241,05590571,24,7,1,13,E,160,D
20241,05590571,24,8,1,13,E,170,D
20241,05590571,24,9,1,157,E,180,D
20241,05590571,24,10,1,19,E,190,D
20241,05590571,24,11,1,21,E,210,D
20241,05590571,24,12,1,24,E,220,D
20241,05594261,20,0,1,,H,,A
20241,05594261,20,1,1,30,E,120,D
20241,05594261,20,2,1,4,E,140,D
20241,05594261,20,3,1,307,E,150,D
20241,05594261,20,4,1,17,E,160,D
20241,05594261,20,5,1,17,E,170,D
20241,05594261,20,6,1,200,E,180,D
20241,05594261,20,7,1,25,E,190,D
20241,05596301,27,0,1,,H,,A
20241,05596301,27,1,1,60,E,100,D
20241,05596301,27,2,1,14,E,110,D
20241,05596301,27,3,1,22,E,120,D
20241,05596301,27,4,1,120,E,130,D
20241,05596301,27,5,1,3,E,140,D
20241,05596301,27,6,1,172,E,150,D
20241,05596301,27,7,1,16,E,160,D
20241,05596301,27,8,1,16,E,170,D
20241,05596301,27,9,1,27,E,190,D
20241,05597501,35,0,1,,H,,A
20241,05597501,35,1,1,21,E,100,D
20241,05597501,35,2,1,4,E,110,D
20241,05597501,35,3,1,8,E,120,D
20241,05597501,35,4,1,1,E,140,D
20241,05597501,35,5,1,90,E,150,D
20241,05597501,35,6,1,5,E,160,D
20241,05597501,35,7,1,5,E,170,D
20241,05597501,35,8,1,59,E,180,D
20241,05597501,35,9,1,7,E,190,D
20241,05600231,23,0,1,,H,,A
20241,05600231,23,1,1,41,E,120,D
20241,05600231,23,2,1,6,E,140,D
20241,05600231,23,3,1,468,E,150,D
20241,05600231,23,4,1,56,E,160,D
20241,05600231,23,5,1,34,E,170,D
20241,05600231,23,6,1,41,E,180,D
20241,05600231,23,7,1,54,E,190,D
20241,05601551,37,0,1,,H,,A
20241,05601551,37,1,1,117,E,100,D
20241,05601551,37,2,1,27,E,110,D
20241,05601551,37,3,1,48,E,120,D
20241,05601551,37,4,1,255,E,130,D
20241,05601551,37,5,1,7,E,140,D
20241,05601551,37,6,1,352,E,150,D
20241,05601551,37,7,1,24,E,160,D
20241,05601551,37,8,1,19,E,170,D
20241,05601551,37,9,1,4,E,180,D
20241,05601551,37,10,1,47,E,190,D
20241,05604781,30,0,1,,H,,A
20241,05604781,30,1,1,39,E,100,D
20241,05604781,30,2,1,9,E,110,D
20241,05604781,30,3,1,19,E,120,D
20241,05604781,30,4,1,8,E,140,D
20241,05604781,30,5,1,199,E,150,D
20241,05604781,30,6,1,11,E,160,D
20241,05604781,30,7,1,11,E,170,D
20241,05604781,30,8,1,130,E,180,D
20241,05604781,30,9,1,16,E,190,D
20241,05604781,30,10,1,18,E,210,D
20241,05604781,30,11,1,20,E,220,D
20241,05606281,39,0,1,,H,,A
20241,05606281,39,1,1,75,E,120,D
20241,05606281,39,2,1,11,E,140,D
20241,05606281,39,3,1,869,E,150,D
20241,05606281,39,4,1,104,E,160,D
20241,05606281,39,5,1,63,E,170,D
20241,05606281,39,6,1,77,E,180,D
20241,05606281,39,7,1,101,E,190,D
20241,05606601,21,0,1,,H,,A
20241,05606601,21,1,1,50,E,130,D
