QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDRCARY,MEDR_ARY,MEDRGFTC,MEDR_FTC,MEDRMBMO,MEDR_BMO,MEDRMBX,MEDRMBX_,MEDRCY1,MEDRCY1_,MEDRCY2,MEDRCY2_,MEDRCY3,MEDRCY3_,MEDRCY4,MEDRCY4_,MEDRCY5,MEDRCY5_,MEDRCY6,MEDRCY6_,MEDRCY7,MEDRCY7_,MEDRCY8,MEDRCY8_,MEDRCY9,MEDRCY9_,MEDRPRNT,MEDR_RNT,MEDRNOUT,MEDR_OUT
20241,05440253,30,0,1,420,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05440253,31,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05441963,41,0,1,200,D,1,D,02,D,177,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05540242,27,0,1,200,D,1,D,12,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05540662,25,0,1,420,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05542252,13,0,1,120,D,1,D,12,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05542742,14,0,1,530,D,1,D,12,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05543912,17,0,1,110,D,1,D,12,D,698,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05545882,18,0,1,120,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05547152,15,0,1,530,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05547312,30,0,2,200,D,1,D,10,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05547402,19,0,1,120,D,1,D,12,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05548322,17,0,1,410,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05548982,52,0,1,510,D,1,D,12,D,672,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05550102,25,0,1,410,D,1,D,11,D,1027,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05550102,26,0,2,410,D,1,D,11,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05551332,20,0,1,410,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05553742,11,0,1,620,D,1,D,12,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05553742,12,0,1,620,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05554262,10,0,1,620,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05554652,24,0,1,420,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557522,14,0,1,120,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557522,15,0,1,120,D,2,D,01,D,244,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557852,9,0,1,900,D,1,D,12,D,,H,110,D,120,D,200,D,610,D,620,D,,A,,A,,A,,A,,A,,A
20241,05557852,9,1,1,110,D,1,D,12,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557852,9,2,1,120,D,1,D,12,D,27,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557852,9,3,1,200,D,1,D,12,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557852,9,4,1,620,D,1,D,12,D,1,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05557972,11,0,1,420,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05558462,19,0,1,620,D,1,D,11,D,51,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05558862,25,0,1,200,D,1,D,01,D,327,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05559012,8,0,1,620,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05562132,11,0,1,620,D,1,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05562882,10,0,1,130,D,1,D,02,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05562882,10,1,1,110,D,1,D,02,D,43,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05562882,10,2,1,120,D,1,D,02,D,107,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05563082,13,0,1,620,D,1,D,12,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05563082,14,0,2,900,D,1,D,12,D,,H,900,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05563082,14,1,2,620,D,1,D,12,D,2,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05564222,12,0,1,120,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05564362,17,0,1,530,D,2,D,12,D,1742,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05564832,16,0,1,420,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05566842,25,0,1,200,D,1,D,12,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05566972,12,0,1,120,D,1,D,02,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05568992,28,0,2,120,D,1,D,12,D,470,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05569332,23,0,1,655,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20241,05569332,24,0,1,635,D,1,D,02,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20241,05570762,14,0,1,620,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05572064,42,0,1,420,D,1,D,12,D,850,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05572064,43,0,1,420,D,1,D,01,D,850,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05572064,44,0,1,420,D,1,D,02,D,850,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05575091,14,0,1,655,D,1,D,10,D,404,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20241,05575441,13,0,1,200,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05580991,20,0,1,620,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05582891,20,0,1,200,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05583471,13,0,1,200,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05584021,13,0,1,110,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05585131,6,0,1,420,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05588181,11,0,1,200,D,1,D,11,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05588891,7,0,1,110,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05590511,12,0,1,420,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05590511,13,0,1,420,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05590511,14,0,1,420,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05592351,10,0,1,620,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05592351,11,0,1,620,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05592351,12,0,1,620,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05594581,15,0,1,655,D,1,D,12,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20241,05595921,14,0,1,120,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05597611,21,0,1,655,D,1,D,12,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20241,05598201,17,0,1,200,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05599461,21,0,1,200,D,1,D,01,D,2050,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05599461,22,0,1,620,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05599851,8,0,1,620,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05599851,9,0,1,620,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05599991,10,0,1,420,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05601281,11,0,1,620,D,1,D,02,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05605211,10,0,1,620,D,1,D,01,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20241,05605861,14,0,1,330,D,1,D,01,D,817,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
